activity_id,opportunity_id,activity_date,activity_type,channel,activity_status
5095,509,2025-02-15,"Proposal Follow-up",Email,Completed
5101,510,2025-10-08,Meeting,In-person,Completed
5102,510,2025-10-10,"Proposal Follow-up",Email,"No Response"
5103,510,2025-10-16,Call,Phone,Completed
5111,511,2025-02-21,Demo,Video,Completed
5112,511,2025-02-27,Email,In-person,Completed
5113,511,2025-03-01,Meeting,Email,Completed
5114,511,2025-03-07,"Proposal Follow-up",Phone,Completed
5121,512,2025-10-30,"Proposal Follow-up",Phone,Completed
5122,512,2025-11-05,Call,Video,Completed
5123,512,2025-11-11,Demo,In-person,Completed
5124,512,2025-11-13,Email,Email,"No Response"
5131,513,2025-03-15,Email,Email,Completed
5132,513,2025-03-21,Meeting,Phone,Completed
5133,513,2025-03-27,"Proposal Follow-up",Video,Completed
5134,513,2025-04-02,Call,In-person,Completed
5135,513,2025-04-04,Demo,Email,Completed
5141,514,2025-11-25,Call,In-person,Completed
5142,514,2025-11-27,Demo,Email,Completed
5143,514,2025-12-03,Email,Phone,Completed
5144,514,2025-12-09,Meeting,Video,Completed
5145,514,2025-12-15,"Proposal Follow-up",In-person,Completed
5151,515,2025-04-10,Meeting,Video,Completed
5152,515,2025-04-16,"Proposal Follow-up",In-person,Completed
5153,515,2025-04-18,Call,Email,Completed
5154,515,2025-04-24,Demo,Phone,Completed
5155,515,2025-04-30,Email,Video,"No Response"
5161,516,2025-12-17,Demo,Phone,"No Response"
5162,516,2025-12-23,Email,Video,Completed
5163,516,2025-12-29,Meeting,In-person,Completed
5164,516,2025-12-31,"Proposal Follow-up",Email,Completed
5165,516,2026-01-06,Call,Phone,Completed
5171,517,2025-05-02,"Proposal Follow-up",Email,Completed
5172,517,2025-05-08,Call,Phone,Completed
5173,517,2025-05-14,Demo,Video,Completed
5174,517,2025-05-20,Email,In-person,Completed
5175,517,2025-05-22,Meeting,Email,Completed
5181,518,2026-01-12,Email,In-person,Completed
5182,518,2026-01-14,Meeting,Email,Completed
5183,518,2026-01-20,"Proposal Follow-up",Phone,Completed
5184,518,2026-01-26,Call,Video,Completed
5191,519,2025-05-28,Call,Video,Completed
5192,519,2025-06-03,Demo,In-person,"No Response"
5193,519,2025-06-05,Email,Email,Completed
5194,519,2025-06-11,Meeting,Phone,Completed
5201,520,2026-02-03,Meeting,Phone,"No Response"
5202,520,2026-02-09,"Proposal Follow-up",Video,Completed
5203,520,2026-02-15,Call,In-person,Completed
5204,520,2026-02-17,Demo,Email,Completed
5211,521,2026-02-14,Demo,Email,Completed
5212,521,2026-02-20,Email,Phone,Completed
5213,521,2026-02-26,Meeting,Video,Completed
5214,521,2026-03-04,"Proposal Follow-up",In-person,"No Response"
5221,522,2025-07-04,"Proposal Follow-up",In-person,Completed
5222,522,2025-07-06,Call,Email,Completed
5223,522,2025-07-12,Demo,Phone,"No Response"
5224,522,2025-07-18,Email,Video,Completed
5225,522,2025-07-24,Meeting,In-person,Completed
5231,523,2026-03-12,Email,Video,Completed
5232,523,2026-03-18,Meeting,In-person,Completed
5233,523,2026-03-20,"Proposal Follow-up",Email,Completed
5234,523,2026-03-26,Call,Phone,Completed
5241,524,2025-07-26,Call,Phone,Completed
5242,524,2025-08-01,Demo,Video,Completed
5243,524,2025-08-07,Email,In-person,Completed
5251,525,2026-04-03,Meeting,Email,Completed
5252,525,2026-04-09,"Proposal Follow-up",Phone,Completed
5253,525,2026-04-15,Call,Video,Completed
5254,525,2026-04-21,Demo,In-person,"No Response"
5261,526,2025-08-21,Demo,In-person,Completed
5262,526,2025-08-23,Email,Email,Completed
5263,526,2025-08-29,Meeting,Phone,Completed
5271,527,2026-04-29,"Proposal Follow-up",Video,Completed
5272,527,2026-05-05,Call,In-person,Completed
5273,527,2026-05-07,Demo,Email,Completed
5274,527,2026-05-13,Email,Phone,Completed
5281,528,2025-09-12,Email,Phone,Completed
5282,528,2025-09-18,Meeting,Video,Completed
5283,528,2025-09-24,"Proposal Follow-up",In-person,Completed
5284,528,2025-09-26,Call,Email,Completed
5285,528,2025-10-02,Demo,Phone,"No Response"
5291,529,2025-01-26,Call,Email,"No Response"
5292,529,2025-02-01,Demo,Phone,Completed
5293,529,2025-02-07,Email,Video,Completed
5301,530,2025-10-08,Meeting,In-person,Completed
5302,530,2025-10-10,"Proposal Follow-up",Email,Completed
5303,530,2025-10-16,Call,Phone,Completed
5304,530,2025-10-22,Demo,Video,Completed
5311,531,2025-02-21,Demo,Video,Completed
5312,531,2025-02-27,Email,In-person,Completed
5313,531,2025-03-01,Meeting,Email,Completed
5314,531,2025-03-07,"Proposal Follow-up",Phone,Completed
5321,532,2025-10-30,"Proposal Follow-up",Phone,Completed
5322,532,2025-11-05,Call,Video,"No Response"
5323,532,2025-11-11,Demo,In-person,Completed
5324,532,2025-11-13,Email,Email,Completed
5331,533,2025-03-15,Email,Email,"No Response"
5332,533,2025-03-21,Meeting,Phone,Completed
5333,533,2025-03-27,"Proposal Follow-up",Video,Completed
5334,533,2025-04-02,Call,In-person,Completed
5341,534,2025-11-25,Call,In-person,Completed
5342,534,2025-11-27,Demo,Email,Completed
5343,534,2025-12-03,Email,Phone,Completed
5344,534,2025-12-09,Meeting,Video,"No Response"
5351,535,2025-12-06,Meeting,Video,Completed
5352,535,2025-12-12,"Proposal Follow-up",In-person,Completed
5353,535,2025-12-14,Call,Email,"No Response"
5354,535,2025-12-20,Demo,Phone,Completed
5355,535,2025-12-26,Email,Video,Completed
5361,536,2025-04-21,Demo,Phone,Completed
5362,536,2025-04-27,Email,Video,Completed
5363,536,2025-05-03,Meeting,In-person,Completed
5364,536,2025-05-05,"Proposal Follow-up",Email,Completed
5365,536,2025-05-11,Call,Phone,Completed
5371,537,2025-12-28,"Proposal Follow-up",Email,Completed
5372,537,2026-01-03,Call,Phone,Completed
5373,537,2026-01-09,Demo,Video,Completed
5374,537,2026-01-15,Email,In-person,Completed
5381,538,2025-05-17,Email,In-person,Completed
5382,538,2025-05-19,Meeting,Email,Completed
5383,538,2025-05-25,"Proposal Follow-up",Phone,Completed
5384,538,2025-05-31,Call,Video,"No Response"
5391,539,2026-01-23,Call,Video,Completed
5392,539,2026-01-29,Demo,In-person,Completed
5393,539,2026-01-31,Email,Email,Completed
5394,539,2026-02-06,Meeting,Phone,Completed
5401,540,2025-06-08,Meeting,Phone,Completed
5402,540,2025-06-14,"Proposal Follow-up",Video,Completed
5403,540,2025-06-20,Call,In-person,Completed
5404,540,2025-06-22,Demo,Email,Completed
5405,540,2025-06-28,Email,Phone,Completed
5411,541,2026-02-14,Demo,Email,Completed
5412,541,2026-02-20,Email,Phone,Completed
5413,541,2026-02-26,Meeting,Video,Completed
5414,541,2026-03-04,"Proposal Follow-up",In-person,Completed
5421,542,2025-07-04,"Proposal Follow-up",In-person,"No Response"
5422,542,2025-07-06,Call,Email,Completed
5423,542,2025-07-12,Demo,Phone,Completed
5431,543,2026-03-12,Email,Video,Completed
5432,543,2026-03-18,Meeting,In-person,Completed
5433,543,2026-03-20,"Proposal Follow-up",Email,Completed
5434,543,2026-03-26,Call,Phone,Completed
5441,544,2025-07-26,Call,Phone,Completed
5442,544,2025-08-01,Demo,Video,Completed
5451,545,2026-04-03,Meeting,Email,Completed
5452,545,2026-04-09,"Proposal Follow-up",Phone,"No Response"
5453,545,2026-04-15,Call,Video,Completed
5454,545,2026-04-21,Demo,In-person,Completed
5461,546,2025-08-21,Demo,In-person,Completed
5462,546,2025-08-23,Email,Email,Completed
5463,546,2025-08-29,Meeting,Phone,Completed
5464,546,2025-09-04,"Proposal Follow-up",Video,Completed
5465,546,2025-09-10,Call,In-person,Completed
5471,547,2026-04-29,"Proposal Follow-up",Video,Completed
5472,547,2026-05-05,Call,In-person,Completed
5473,547,2026-05-07,Demo,Email,Completed
5474,547,2026-05-13,Email,Phone,"No Response"
5481,548,2025-09-12,Email,Phone,Completed
5482,548,2025-09-18,Meeting,Video,Completed
5483,548,2025-09-24,"Proposal Follow-up",In-person,"No Response"
5484,548,2025-09-26,Call,Email,Completed
5491,549,2025-09-23,Call,Email,Completed
5492,549,2025-09-29,Demo,Phone,Completed
5501,550,2025-02-10,Meeting,In-person,Completed
5502,550,2025-02-12,"Proposal Follow-up",Email,Completed
5503,550,2025-02-18,Call,Phone,Completed
5511,551,2025-10-19,Demo,Video,Completed
5512,551,2025-10-25,Email,In-person,Completed
5521,552,2025-03-04,"Proposal Follow-up",Phone,Completed
5522,552,2025-03-10,Call,Video,Completed
5523,552,2025-03-16,Demo,In-person,Completed
5524,552,2025-03-18,Email,Email,Completed
5531,553,2025-11-10,Email,Email,Completed
5532,553,2025-11-16,Meeting,Phone,Completed
5533,553,2025-11-22,"Proposal Follow-up",Video,Completed
5534,553,2025-11-28,Call,In-person,Completed
5541,554,2025-03-30,Call,In-person,Completed
5542,554,2025-04-01,Demo,Email,Completed
5551,555,2025-12-06,Meeting,Video,"No Response"
5552,555,2025-12-12,"Proposal Follow-up",In-person,Completed
5553,555,2025-12-14,Call,Email,Completed
5561,556,2025-04-21,Demo,Phone,Completed
5562,556,2025-04-27,Email,Video,Completed
5563,556,2025-05-03,Meeting,In-person,Completed
5564,556,2025-05-05,"Proposal Follow-up",Email,Completed
5565,556,2025-05-11,Call,Phone,Completed
5571,557,2025-12-28,"Proposal Follow-up",Email,Completed
5572,557,2026-01-03,Call,Phone,Completed
5573,557,2026-01-09,Demo,Video,"No Response"
5574,557,2026-01-15,Email,In-person,Completed
5581,558,2025-05-17,Email,In-person,Completed
5582,558,2025-05-19,Meeting,Email,"No Response"
5583,558,2025-05-25,"Proposal Follow-up",Phone,Completed
5584,558,2025-05-31,Call,Video,Completed
5591,559,2026-01-23,Call,Video,Completed
5592,559,2026-01-29,Demo,In-person,Completed
5593,559,2026-01-31,Email,Email,Completed
5601,560,2025-06-08,Meeting,Phone,Completed
5602,560,2025-06-14,"Proposal Follow-up",Video,Completed
5603,560,2025-06-20,Call,In-person,Completed
5604,560,2025-06-22,Demo,Email,"No Response"
5611,561,2026-02-14,Demo,Email,Completed
5612,561,2026-02-20,Email,Phone,Completed
5613,561,2026-02-26,Meeting,Video,"No Response"
5614,561,2026-03-04,"Proposal Follow-up",In-person,Completed
5621,562,2025-07-04,"Proposal Follow-up",In-person,Completed
5622,562,2025-07-06,Call,Email,Completed
5623,562,2025-07-12,Demo,Phone,Completed
5624,562,2025-07-18,Email,Video,Completed
5631,563,2025-07-15,Email,Video,Completed
5632,563,2025-07-21,Meeting,In-person,Completed
5633,563,2025-07-23,"Proposal Follow-up",Email,Completed
5634,563,2025-07-29,Call,Phone,Completed
5641,564,2026-03-23,Call,Phone,Completed
5642,564,2026-03-29,Demo,Video,Completed
5643,564,2026-04-04,Email,In-person,Completed
5644,564,2026-04-06,Meeting,Email,"No Response"
5645,564,2026-04-12,"Proposal Follow-up",Phone,Completed
5651,565,2025-08-06,Meeting,Email,Completed
5652,565,2025-08-12,"Proposal Follow-up",Phone,Completed
5653,565,2025-08-18,Call,Video,Completed
5661,566,2026-04-18,Demo,In-person,Completed
5662,566,2026-04-20,Email,Email,Completed
5663,566,2026-04-26,Meeting,Phone,Completed
5664,566,2026-05-02,"Proposal Follow-up",Video,Completed
5671,567,2025-09-01,"Proposal Follow-up",Video,Completed
5672,567,2025-09-07,Call,In-person,"No Response"
5673,567,2025-09-09,Demo,Email,Completed
5674,567,2025-09-15,Email,Phone,Completed
5681,568,2025-01-15,Email,Phone,"No Response"
5682,568,2025-01-21,Meeting,Video,Completed
5683,568,2025-01-27,"Proposal Follow-up",In-person,Completed
5684,568,2025-01-29,Call,Email,Completed
5685,568,2025-02-04,Demo,Phone,Completed
5691,569,2025-09-23,Call,Email,Completed
5692,569,2025-09-29,Demo,Phone,Completed
5693,569,2025-10-05,Email,Video,Completed
5694,569,2025-10-11,Meeting,In-person,Completed
5695,569,2025-10-13,"Proposal Follow-up",Email,Completed
5701,570,2025-02-10,Meeting,In-person,Completed
5702,570,2025-02-12,"Proposal Follow-up",Email,Completed
5711,571,2025-10-19,Demo,Video,Completed
5712,571,2025-10-25,Email,In-person,"No Response"
5713,571,2025-10-27,Meeting,Email,Completed
5721,572,2025-03-04,"Proposal Follow-up",Phone,Completed
5722,572,2025-03-10,Call,Video,Completed
5723,572,2025-03-16,Demo,In-person,Completed
5731,573,2025-11-10,Email,Email,Completed
5732,573,2025-11-16,Meeting,Phone,Completed
5733,573,2025-11-22,"Proposal Follow-up",Video,Completed
5734,573,2025-11-28,Call,In-person,"No Response"
5735,573,2025-11-30,Demo,Email,Completed
5741,574,2025-03-30,Call,In-person,Completed
5742,574,2025-04-01,Demo,Email,Completed
5743,574,2025-04-07,Email,Phone,"No Response"
5744,574,2025-04-13,Meeting,Video,Completed
5745,574,2025-04-19,"Proposal Follow-up",In-person,Completed
5751,575,2025-12-06,Meeting,Video,Completed
5752,575,2025-12-12,"Proposal Follow-up",In-person,Completed
5753,575,2025-12-14,Call,Email,Completed
5754,575,2025-12-20,Demo,Phone,Completed
5761,576,2025-04-21,Demo,Phone,Completed
5762,576,2025-04-27,Email,Video,Completed
5763,576,2025-05-03,Meeting,In-person,Completed
5764,576,2025-05-05,"Proposal Follow-up",Email,Completed
5771,577,2025-12-28,"Proposal Follow-up",Email,Completed
5772,577,2026-01-03,Call,Phone,Completed
5773,577,2026-01-09,Demo,Video,Completed
5774,577,2026-01-15,Email,In-person,Completed
5775,577,2026-01-17,Meeting,Email,Completed
5781,578,2026-01-12,Email,In-person,Completed
5782,578,2026-01-14,Meeting,Email,Completed
5783,578,2026-01-20,"Proposal Follow-up",Phone,Completed
5784,578,2026-01-26,Call,Video,Completed
5785,578,2026-02-01,Demo,In-person,Completed
5791,579,2025-05-28,Call,Video,Completed
5792,579,2025-06-03,Demo,In-person,Completed
5793,579,2025-06-05,Email,Email,Completed
5794,579,2025-06-11,Meeting,Phone,Completed
5801,580,2026-02-03,Meeting,Phone,Completed
5802,580,2026-02-09,"Proposal Follow-up",Video,"No Response"
5803,580,2026-02-15,Call,In-person,Completed
5811,581,2025-06-19,Demo,Email,"No Response"
5812,581,2025-06-25,Email,Phone,Completed
5813,581,2025-07-01,Meeting,Video,Completed
5814,581,2025-07-07,"Proposal Follow-up",In-person,Completed
5821,582,2026-03-01,"Proposal Follow-up",In-person,Completed
5822,582,2026-03-03,Call,Email,Completed
5823,582,2026-03-09,Demo,Phone,Completed
5824,582,2026-03-15,Email,Video,Completed
5825,582,2026-03-21,Meeting,In-person,Completed
5831,583,2025-07-15,Email,Video,Completed
5832,583,2025-07-21,Meeting,In-person,Completed
5833,583,2025-07-23,"Proposal Follow-up",Email,"No Response"
5834,583,2025-07-29,Call,Phone,Completed
5841,584,2026-03-23,Call,Phone,Completed
5842,584,2026-03-29,Demo,Video,"No Response"
5843,584,2026-04-04,Email,In-person,Completed
5844,584,2026-04-06,Meeting,Email,Completed
5851,585,2025-08-06,Meeting,Email,Completed
5852,585,2025-08-12,"Proposal Follow-up",Phone,Completed
5853,585,2025-08-18,Call,Video,Completed
5854,585,2025-08-24,Demo,In-person,Completed
5855,585,2025-08-26,Email,Email,Completed
5861,586,2026-04-18,Demo,In-person,Completed
5862,586,2026-04-20,Email,Email,Completed
5863,586,2026-04-26,Meeting,Phone,Completed
5871,587,2025-09-01,"Proposal Follow-up",Video,Completed
5872,587,2025-09-07,Call,In-person,Completed
5873,587,2025-09-09,Demo,Email,"No Response"
5881,588,2025-01-15,Email,Phone,Completed
5882,588,2025-01-21,Meeting,Video,Completed
5891,589,2025-09-23,Call,Email,Completed
5892,589,2025-09-29,Demo,Phone,Completed
5901,590,2025-02-10,Meeting,In-person,"No Response"
5902,590,2025-02-12,"Proposal Follow-up",Email,Completed
5911,591,2025-10-19,Demo,Video,Completed
5912,591,2025-10-25,Email,In-person,Completed
5921,592,2025-10-30,"Proposal Follow-up",Phone,Completed
5922,592,2025-11-05,Call,Video,Completed
5923,592,2025-11-11,Demo,In-person,Completed
5924,592,2025-11-13,Email,Email,Completed
5931,593,2025-03-15,Email,Email,Completed
5932,593,2025-03-21,Meeting,Phone,"No Response"
5933,593,2025-03-27,"Proposal Follow-up",Video,Completed
5941,594,2025-11-25,Call,In-person,"No Response"
5942,594,2025-11-27,Demo,Email,Completed
5943,594,2025-12-03,Email,Phone,Completed
5944,594,2025-12-09,Meeting,Video,Completed
5945,594,2025-12-15,"Proposal Follow-up",In-person,Completed
5951,595,2025-04-10,Meeting,Video,Completed
5952,595,2025-04-16,"Proposal Follow-up",In-person,Completed
5953,595,2025-04-18,Call,Email,Completed
5954,595,2025-04-24,Demo,Phone,Completed
5961,596,2025-12-17,Demo,Phone,Completed
5962,596,2025-12-23,Email,Video,Completed
5963,596,2025-12-29,Meeting,In-person,"No Response"
5964,596,2025-12-31,"Proposal Follow-up",Email,Completed
5971,597,2025-05-02,"Proposal Follow-up",Email,Completed
5972,597,2025-05-08,Call,Phone,"No Response"
5973,597,2025-05-14,Demo,Video,Completed
5974,597,2025-05-20,Email,In-person,Completed
5975,597,2025-05-22,Meeting,Email,Completed
5981,598,2026-01-12,Email,In-person,Completed
5982,598,2026-01-14,Meeting,Email,Completed
5983,598,2026-01-20,"Proposal Follow-up",Phone,Completed
5984,598,2026-01-26,Call,Video,Completed
5991,599,2025-05-28,Call,Video,Completed
5992,599,2025-06-03,Demo,In-person,Completed
5993,599,2025-06-05,Email,Email,Completed
5994,599,2025-06-11,Meeting,Phone,"No Response"
5995,599,2025-06-17,"Proposal Follow-up",Video,Completed
6001,600,2026-02-03,Meeting,Phone,Completed
6002,600,2026-02-09,"Proposal Follow-up",Video,Completed
6003,600,2026-02-15,Call,In-person,Completed
6004,600,2026-02-17,Demo,Email,Completed
6011,601,2025-06-19,Demo,Email,Completed
6012,601,2025-06-25,Email,Phone,Completed
6013,601,2025-07-01,Meeting,Video,Completed
6014,601,2025-07-07,"Proposal Follow-up",In-person,Completed
6015,601,2025-07-09,Call,Email,Completed
6021,602,2026-03-01,"Proposal Follow-up",In-person,Completed
6022,602,2026-03-03,Call,Email,Completed
6023,602,2026-03-09,Demo,Phone,Completed
6031,603,2025-07-15,Email,Video,"No Response"
6032,603,2025-07-21,Meeting,In-person,Completed
6033,603,2025-07-23,"Proposal Follow-up",Email,Completed
6034,603,2025-07-29,Call,Phone,Completed
6041,604,2026-03-23,Call,Phone,Completed
6042,604,2026-03-29,Demo,Video,Completed
6043,604,2026-04-04,Email,In-person,Completed
6044,604,2026-04-06,Meeting,Email,Completed
6051,605,2025-08-06,Meeting,Email,Completed
6052,605,2025-08-12,"Proposal Follow-up",Phone,Completed
6053,605,2025-08-18,Call,Video,Completed
6054,605,2025-08-24,Demo,In-person,Completed
6055,605,2025-08-26,Email,Email,Completed
6061,606,2025-08-21,Demo,In-person,Completed
6062,606,2025-08-23,Email,Email,"No Response"
6063,606,2025-08-29,Meeting,Phone,Completed
6071,607,2026-04-29,"Proposal Follow-up",Video,"No Response"
6072,607,2026-05-05,Call,In-person,Completed
6073,607,2026-05-07,Demo,Email,Completed
6074,607,2026-05-13,Email,Phone,Completed
6081,608,2025-09-12,Email,Phone,Completed
6082,608,2025-09-18,Meeting,Video,Completed
6083,608,2025-09-24,"Proposal Follow-up",In-person,Completed
6084,608,2025-09-26,Call,Email,Completed
6091,609,2025-01-26,Call,Email,Completed
6092,609,2025-02-01,Demo,Phone,Completed
6101,610,2025-10-08,Meeting,In-person,Completed
6102,610,2025-10-10,"Proposal Follow-up",Email,"No Response"
6103,610,2025-10-16,Call,Phone,Completed
6111,611,2025-02-21,Demo,Video,Completed
6112,611,2025-02-27,Email,In-person,Completed
6113,611,2025-03-01,Meeting,Email,Completed
6114,611,2025-03-07,"Proposal Follow-up",Phone,Completed
6115,611,2025-03-13,Call,Video,"No Response"
6121,612,2025-10-30,"Proposal Follow-up",Phone,Completed
6122,612,2025-11-05,Call,Video,Completed
6123,612,2025-11-11,Demo,In-person,Completed
6124,612,2025-11-13,Email,Email,"No Response"
6131,613,2025-03-15,Email,Email,Completed
6132,613,2025-03-21,Meeting,Phone,Completed
6133,613,2025-03-27,"Proposal Follow-up",Video,Completed
6134,613,2025-04-02,Call,In-person,Completed
6141,614,2025-11-25,Call,In-person,Completed
6142,614,2025-11-27,Demo,Email,Completed
6143,614,2025-12-03,Email,Phone,Completed
6151,615,2025-04-10,Meeting,Video,Completed
6152,615,2025-04-16,"Proposal Follow-up",In-person,Completed
6153,615,2025-04-18,Call,Email,Completed
6154,615,2025-04-24,Demo,Phone,Completed
6161,616,2025-12-17,Demo,Phone,"No Response"
6162,616,2025-12-23,Email,Video,Completed
6163,616,2025-12-29,Meeting,In-person,Completed
6164,616,2025-12-31,"Proposal Follow-up",Email,Completed
6171,617,2025-05-02,"Proposal Follow-up",Email,Completed
6172,617,2025-05-08,Call,Phone,Completed
6173,617,2025-05-14,Demo,Video,Completed
6174,617,2025-05-20,Email,In-person,Completed
6175,617,2025-05-22,Meeting,Email,Completed
6181,618,2026-01-12,Email,In-person,Completed
6182,618,2026-01-14,Meeting,Email,Completed
6191,619,2025-05-28,Call,Video,Completed
6192,619,2025-06-03,Demo,In-person,"No Response"
6193,619,2025-06-05,Email,Email,Completed
6194,619,2025-06-11,Meeting,Phone,Completed
6201,620,2025-06-08,Meeting,Phone,"No Response"
6202,620,2025-06-14,"Proposal Follow-up",Video,Completed
6203,620,2025-06-20,Call,In-person,Completed
6204,620,2025-06-22,Demo,Email,Completed
6211,621,2026-02-14,Demo,Email,Completed
6212,621,2026-02-20,Email,Phone,Completed
6213,621,2026-02-26,Meeting,Video,Completed
6214,621,2026-03-04,"Proposal Follow-up",In-person,"No Response"
6221,622,2025-07-04,"Proposal Follow-up",In-person,Completed
6222,622,2025-07-06,Call,Email,Completed
6223,622,2025-07-12,Demo,Phone,"No Response"
6224,622,2025-07-18,Email,Video,Completed
6225,622,2025-07-24,Meeting,In-person,Completed
6231,623,2026-03-12,Email,Video,Completed
6232,623,2026-03-18,Meeting,In-person,Completed
6233,623,2026-03-20,"Proposal Follow-up",Email,Completed
6241,624,2025-07-26,Call,Phone,Completed
6242,624,2025-08-01,Demo,Video,Completed
6251,625,2026-04-03,Meeting,Email,Completed
6252,625,2026-04-09,"Proposal Follow-up",Phone,Completed
6253,625,2026-04-15,Call,Video,Completed
6254,625,2026-04-21,Demo,In-person,"No Response"
6261,626,2025-08-21,Demo,In-person,Completed
6262,626,2025-08-23,Email,Email,Completed
6263,626,2025-08-29,Meeting,Phone,Completed
6264,626,2025-09-04,"Proposal Follow-up",Video,Completed
6271,627,2026-04-29,"Proposal Follow-up",Video,Completed
6272,627,2026-05-05,Call,In-person,Completed
6273,627,2026-05-07,Demo,Email,Completed
6274,627,2026-05-13,Email,Phone,Completed
6281,628,2025-09-12,Email,Phone,Completed
6282,628,2025-09-18,Meeting,Video,Completed
6283,628,2025-09-24,"Proposal Follow-up",In-person,Completed
6284,628,2025-09-26,Call,Email,Completed
6291,629,2025-01-26,Call,Email,"No Response"
6292,629,2025-02-01,Demo,Phone,Completed
6293,629,2025-02-07,Email,Video,Completed
6301,630,2025-10-08,Meeting,In-person,Completed
6302,630,2025-10-10,"Proposal Follow-up",Email,Completed
6303,630,2025-10-16,Call,Phone,Completed
6304,630,2025-10-22,Demo,Video,Completed
6305,630,2025-10-28,Email,In-person,Completed
6311,631,2025-02-21,Demo,Video,Completed
6312,631,2025-02-27,Email,In-person,Completed
6313,631,2025-03-01,Meeting,Email,Completed
6314,631,2025-03-07,"Proposal Follow-up",Phone,Completed
6321,632,2025-10-30,"Proposal Follow-up",Phone,Completed
6322,632,2025-11-05,Call,Video,"No Response"
6323,632,2025-11-11,Demo,In-person,Completed
6324,632,2025-11-13,Email,Email,Completed
6331,633,2025-03-15,Email,Email,"No Response"
6332,633,2025-03-21,Meeting,Phone,Completed
6341,634,2025-03-30,Call,In-person,Completed
6342,634,2025-04-01,Demo,Email,Completed
6343,634,2025-04-07,Email,Phone,Completed
6344,634,2025-04-13,Meeting,Video,"No Response"
6345,634,2025-04-19,"Proposal Follow-up",In-person,Completed
6351,635,2025-12-06,Meeting,Video,Completed
6352,635,2025-12-12,"Proposal Follow-up",In-person,Completed
6353,635,2025-12-14,Call,Email,"No Response"
6354,635,2025-12-20,Demo,Phone,Completed
6361,636,2025-04-21,Demo,Phone,Completed
6362,636,2025-04-27,Email,Video,Completed
6363,636,2025-05-03,Meeting,In-person,Completed
6364,636,2025-05-05,"Proposal Follow-up",Email,Completed
6365,636,2025-05-11,Call,Phone,Completed
6371,637,2025-12-28,"Proposal Follow-up",Email,Completed
6372,637,2026-01-03,Call,Phone,Completed
6373,637,2026-01-09,Demo,Video,Completed
6374,637,2026-01-15,Email,In-person,Completed
6381,638,2025-05-17,Email,In-person,Completed
6382,638,2025-05-19,Meeting,Email,Completed
6383,638,2025-05-25,"Proposal Follow-up",Phone,Completed
6384,638,2025-05-31,Call,Video,"No Response"
6385,638,2025-06-06,Demo,In-person,Completed
6391,639,2026-01-23,Call,Video,Completed
6392,639,2026-01-29,Demo,In-person,Completed
6393,639,2026-01-31,Email,Email,Completed
6401,640,2025-06-08,Meeting,Phone,Completed
6402,640,2025-06-14,"Proposal Follow-up",Video,Completed
6411,641,2026-02-14,Demo,Email,Completed
6412,641,2026-02-20,Email,Phone,Completed
6413,641,2026-02-26,Meeting,Video,Completed
6414,641,2026-03-04,"Proposal Follow-up",In-person,Completed
6421,642,2025-07-04,"Proposal Follow-up",In-person,"No Response"
6422,642,2025-07-06,Call,Email,Completed
6423,642,2025-07-12,Demo,Phone,Completed
6424,642,2025-07-18,Email,Video,Completed
6425,642,2025-07-24,Meeting,In-person,Completed
6431,643,2026-03-12,Email,Video,Completed
6432,643,2026-03-18,Meeting,In-person,Completed
6433,643,2026-03-20,"Proposal Follow-up",Email,Completed
6434,643,2026-03-26,Call,Phone,Completed
6435,643,2026-04-01,Demo,Video,Completed
6441,644,2025-07-26,Call,Phone,Completed
6442,644,2025-08-01,Demo,Video,Completed
6443,644,2025-08-07,Email,In-person,"No Response"
6444,644,2025-08-09,Meeting,Email,Completed
6445,644,2025-08-15,"Proposal Follow-up",Phone,Completed
6451,645,2026-04-03,Meeting,Email,Completed
6452,645,2026-04-09,"Proposal Follow-up",Phone,"No Response"
6453,645,2026-04-15,Call,Video,Completed
6454,645,2026-04-21,Demo,In-person,Completed
6455,645,2026-04-23,Email,Email,Completed
6461,646,2025-08-21,Demo,In-person,Completed
6462,646,2025-08-23,Email,Email,Completed
6463,646,2025-08-29,Meeting,Phone,Completed
6464,646,2025-09-04,"Proposal Follow-up",Video,Completed
6465,646,2025-09-10,Call,In-person,Completed
6471,647,2026-04-29,"Proposal Follow-up",Video,Completed
6472,647,2026-05-05,Call,In-person,Completed
6473,647,2026-05-07,Demo,Email,Completed
6474,647,2026-05-13,Email,Phone,"No Response"
6475,647,2026-05-19,Meeting,Video,Completed
6481,648,2025-01-15,Email,Phone,Completed
6482,648,2025-01-21,Meeting,Video,Completed
6483,648,2025-01-27,"Proposal Follow-up",In-person,"No Response"
6484,648,2025-01-29,Call,Email,Completed
6485,648,2025-02-04,Demo,Phone,Completed
6491,649,2025-09-23,Call,Email,Completed
6492,649,2025-09-29,Demo,Phone,Completed
6493,649,2025-10-05,Email,Video,Completed
6494,649,2025-10-11,Meeting,In-person,Completed
6501,650,2025-02-10,Meeting,In-person,Completed
6502,650,2025-02-12,"Proposal Follow-up",Email,Completed
6503,650,2025-02-18,Call,Phone,Completed
6504,650,2025-02-24,Demo,Video,Completed
6511,651,2025-10-19,Demo,Video,Completed
6512,651,2025-10-25,Email,In-person,Completed
6513,651,2025-10-27,Meeting,Email,Completed
6521,652,2025-03-04,"Proposal Follow-up",Phone,Completed
