opportunity_id,account_id,lead_date,qualified_date,proposal_date,closed_date,current_stage,outcome,deal_size_band,deal_value_usd,lead_source,owner_team,lost_reason
500,130,2026-01-26,2026-02-02,2026-02-18,2026-03-17,Lost,Lost,Large,99730.0,Inbound,"APAC Sales",Competitor
501,147,2025-06-12,,,,Lead,Open,Medium,65726.0,Inbound,"EMEA Sales",
502,164,2026-02-19,2026-02-24,2026-03-10,2026-04-15,Won,Won,Large,103186.0,Partner,"NA Sales",
503,181,2025-07-06,,,,Lead,Open,Small,15744.0,Inbound,"LATAM Sales",
504,198,2026-03-15,2026-03-23,,,Qualified,Open,Medium,69074.0,Partner,"EMEA Sales",
505,215,2025-07-30,2025-08-13,2025-08-21,2025-10-09,Won,Won,Medium,70190.0,Event,"NA Sales",
506,232,2026-04-08,2026-04-21,2026-05-03,2026-06-17,Lost,Lost,Medium,71306.0,Inbound,"NA Sales",Competitor
507,9,2026-04-20,2026-04-28,,,Qualified,Open,Small,29256.0,Inbound,"EMEA Sales",
508,26,2025-09-04,2025-09-14,2025-09-26,2025-11-10,Won,Won,Medium,62258.0,Event,"NA Sales",
509,43,2025-01-19,2025-01-23,,,Qualified,Open,Small,12732.0,Outbound,"LATAM Sales",
510,60,2025-09-28,2025-10-06,,,Qualified,Open,Medium,64490.0,Inbound,"APAC Sales",
511,77,2025-02-12,2025-02-16,,,Qualified,Open,Medium,65606.0,Partner,"EMEA Sales",
512,94,2025-10-22,2025-11-02,2025-11-22,2025-12-15,Won,Won,Small,14946.0,Event,"NA Sales",
513,111,2025-03-08,2025-03-15,2025-03-31,2025-04-27,Lost,Lost,Medium,67838.0,Inbound,"APAC Sales",Budget
514,128,2025-11-15,2025-11-17,2025-12-15,,Proposal,Open,Small,16422.0,Inbound,"EMEA Sales",
515,145,2025-04-01,2025-04-04,2025-04-26,2025-06-14,Lost,Lost,Small,17160.0,Inbound,"NA Sales",Budget
516,162,2025-12-09,,,,Lead,Open,Small,17898.0,Event,"LATAM Sales",
517,179,2025-04-25,2025-05-07,2025-05-29,,Proposal,Open,Medium,72302.0,Outbound,"APAC Sales",
518,196,2026-01-02,2026-01-14,2026-02-03,2026-02-26,Lost,Lost,Large,113794.0,Inbound,"EMEA Sales",Competitor
519,213,2025-05-19,2025-06-03,2025-06-25,2025-07-09,Won,Won,Large,115522.0,Inbound,"NA Sales",
520,230,2026-01-26,2026-02-07,2026-02-15,2026-04-05,Lost,Lost,Medium,75650.0,Outbound,"APAC Sales",Competitor
521,7,2026-02-07,2026-02-11,2026-03-13,2026-04-09,Won,Won,Small,14148.0,Outbound,"NA Sales",
522,24,2025-06-24,2025-06-30,2025-07-14,2025-08-19,Won,Won,Medium,66602.0,Outbound,"NA Sales",
523,41,2026-03-03,2026-03-05,2026-03-31,,Proposal,Open,Small,15624.0,Inbound,"APAC Sales",
524,58,2025-07-18,2025-07-22,,,Qualified,Open,Small,16362.0,Event,"EMEA Sales",
525,75,2026-03-27,,,,Lead,Open,Small,17100.0,Outbound,"NA Sales",
526,92,2025-08-11,,,,Lead,Open,Small,17838.0,Event,"APAC Sales",
527,109,2026-04-20,2026-05-04,,,Qualified,Open,Medium,72182.0,Inbound,"EMEA Sales",
528,126,2025-09-04,2025-09-10,2025-09-22,2025-11-06,Lost,Lost,Medium,73298.0,Inbound,"NA Sales",Competitor
529,143,2025-01-19,2025-01-26,2025-02-15,2025-03-10,Won,Won,Small,20052.0,Inbound,"LATAM Sales",
530,160,2025-09-28,2025-10-11,2025-10-31,2025-11-23,Lost,Lost,Medium,75530.0,Inbound,"APAC Sales",Competitor
531,177,2025-02-12,,,,Lead,Open,Medium,76646.0,Partner,"EMEA Sales",
532,194,2025-10-22,2025-11-02,2025-11-30,2026-01-05,Lost,Lost,Small,22266.0,Outbound,"NA Sales",Competitor
533,211,2025-03-08,2025-03-22,2025-04-13,2025-04-27,Lost,Lost,Large,122674.0,Partner,"APAC Sales",Budget
534,228,2025-11-15,2025-11-26,2025-12-18,2026-01-01,Won,Won,Medium,79994.0,Inbound,"EMEA Sales",
535,5,2025-11-27,2025-11-30,,,Qualified,Open,Medium,69830.0,Inbound,"NA Sales",
536,22,2025-04-13,2025-04-15,2025-05-19,2025-06-11,Lost,Lost,Large,110818.0,Inbound,"APAC Sales",Competitor
537,39,2025-12-21,2025-12-31,2026-01-14,2026-02-19,Lost,Lost,Medium,72062.0,Inbound,"EMEA Sales",Budget
538,56,2025-05-07,2025-05-16,2025-06-07,2025-06-21,Won,Won,Medium,73178.0,Partner,"NA Sales",
539,73,2026-01-14,2026-01-19,,,Qualified,Open,Medium,74294.0,Outbound,"APAC Sales",
540,90,2025-05-31,2025-06-09,2025-06-29,2025-07-22,Won,Won,Medium,75410.0,Event,"EMEA Sales",
541,107,2026-02-07,2026-02-12,2026-03-06,2026-04-24,Won,Won,Small,21468.0,Inbound,"NA Sales",
542,124,2025-06-24,2025-07-03,2025-07-19,2025-08-15,Lost,Lost,Medium,77642.0,Outbound,"NA Sales",Competitor
543,141,2026-03-03,2026-03-10,,,Qualified,Open,Large,122914.0,Outbound,"APAC Sales",
544,158,2025-07-18,,,,Lead,Open,Large,124642.0,Outbound,"EMEA Sales",
545,175,2026-03-27,2026-03-29,2026-04-18,2026-05-11,Won,Won,Small,24420.0,Inbound,"NA Sales",
546,192,2025-08-11,,,,Lead,Open,Medium,37106.0,Partner,"APAC Sales",
547,209,2026-04-20,2026-05-01,2026-05-09,2026-06-27,Lost,Lost,Small,25896.0,Inbound,"EMEA Sales",Budget
548,226,2025-09-04,2025-09-12,,,Qualified,Open,Small,26634.0,Partner,"NA Sales",
549,3,2025-09-16,2025-09-30,2025-10-14,2025-11-19,Lost,Lost,Large,116242.0,Partner,"APAC Sales",Budget
550,20,2025-01-31,2025-02-11,2025-02-27,2025-03-26,Lost,Lost,Small,20670.0,Event,"EMEA Sales",Competitor
551,37,2025-10-10,2025-10-14,,,Qualified,Open,Large,119698.0,Event,"NA Sales",
552,54,2025-02-24,2025-02-27,2025-04-02,2025-04-25,Won,Won,Medium,77522.0,Partner,"LATAM Sales",
553,71,2025-11-03,2025-11-14,2025-11-30,2025-12-27,Won,Won,Medium,78638.0,Outbound,"EMEA Sales",
554,88,2025-03-20,,,,Lead,Open,Large,124882.0,Event,"NA Sales",
555,105,2025-11-27,2025-12-05,2026-01-04,2026-01-31,Lost,Lost,Medium,35870.0,Inbound,"NA Sales",Budget
556,122,2025-04-13,2025-04-25,2025-05-11,2025-06-07,Won,Won,Small,25098.0,Outbound,"APAC Sales",
557,139,2025-12-21,2025-12-31,2026-01-08,2026-02-26,Lost,Lost,Large,130066.0,Partner,"EMEA Sales",Budget
558,156,2025-05-07,2025-05-09,2025-06-06,2025-07-12,Won,Won,Small,26574.0,Partner,"NA Sales",
559,173,2026-01-14,2026-01-28,,,Qualified,Open,Medium,40334.0,Outbound,"APAC Sales",
560,190,2025-05-31,,,,Lead,Open,Large,135250.0,Inbound,"EMEA Sales",
561,207,2026-02-07,,,,Lead,Open,Medium,42566.0,Event,"NA Sales",
562,224,2025-06-24,2025-06-27,2025-07-27,2025-08-23,Lost,Lost,Medium,43682.0,Inbound,"NA Sales",Competitor
563,1,2025-07-06,2025-07-12,,,Qualified,Open,Small,22824.0,Outbound,"EMEA Sales",
564,18,2026-03-15,,,,Lead,Open,Medium,79634.0,Partner,"NA Sales",
565,35,2025-07-30,2025-08-07,,,Qualified,Open,Small,24300.0,Partner,"LATAM Sales",
566,52,2026-04-08,2026-04-15,2026-05-15,2026-06-11,Lost,Lost,Small,25038.0,Partner,"EMEA Sales",Competitor
567,69,2025-08-23,,,,Lead,Open,Small,25776.0,Outbound,"EMEA Sales",
568,86,2025-01-07,,,,Lead,Open,Medium,39098.0,Inbound,"NA Sales",
569,103,2025-09-16,,,,Lead,Open,Large,133762.0,Outbound,"APAC Sales",
570,120,2025-01-31,2025-02-12,2025-02-24,2025-04-10,Won,Won,Large,135490.0,Event,"EMEA Sales",
571,137,2025-10-10,,,,Lead,Open,Medium,42446.0,Inbound,"NA Sales",
572,154,2025-02-24,,,,Lead,Open,Medium,43562.0,Inbound,"LATAM Sales",
573,171,2025-11-03,,,,Lead,Open,Large,140674.0,Inbound,"EMEA Sales",
574,188,2025-03-20,2025-04-04,2025-04-12,2025-05-31,Lost,Lost,Medium,45794.0,Event,"NA Sales",Competitor
575,205,2025-11-27,2025-12-01,,,Qualified,Open,Small,13680.0,Outbound,"NA Sales",
576,222,2025-04-13,,,,Lead,Open,Small,14418.0,Inbound,"APAC Sales",
577,239,2025-12-21,2026-01-02,,,Qualified,Open,Small,15156.0,Outbound,"EMEA Sales",
578,16,2026-01-02,,,,Lead,Open,Small,26454.0,Outbound,"LATAM Sales",
579,33,2025-05-19,2025-05-31,2025-06-16,2025-07-13,Lost,Lost,Medium,40094.0,Partner,"APAC Sales",Budget
580,50,2026-01-26,2026-02-06,2026-02-28,2026-03-14,Won,Won,Medium,41210.0,Partner,"EMEA Sales",
581,67,2025-06-12,2025-06-27,2025-07-17,,Proposal,Open,Medium,42326.0,Outbound,"NA Sales",
582,84,2026-02-19,2026-03-05,,,Qualified,Open,Large,139186.0,Inbound,"APAC Sales",
583,101,2025-07-06,,,,Lead,Open,Medium,44558.0,Partner,"EMEA Sales",
584,118,2026-03-15,,,,Lead,Open,Small,12882.0,Inbound,"NA Sales",
585,135,2025-07-30,2025-08-03,,,Qualified,Open,Large,144370.0,Outbound,"LATAM Sales",
586,152,2026-04-08,2026-04-18,2026-05-16,2026-06-21,Lost,Lost,Small,14358.0,Outbound,"EMEA Sales",Competitor
587,169,2025-08-23,2025-08-28,2025-09-11,2025-10-17,Won,Won,Medium,49022.0,Outbound,"EMEA Sales",
588,186,2025-01-07,2025-01-18,2025-02-01,2025-03-09,Lost,Lost,Large,149554.0,Outbound,"NA Sales",Competitor
589,203,2025-09-16,2025-09-27,2025-10-17,2025-11-09,Lost,Lost,Large,151282.0,Inbound,"APAC Sales",Budget
590,220,2025-01-31,2025-02-03,,,Qualified,Open,Large,153010.0,Event,"EMEA Sales",
591,237,2025-10-10,,,,Lead,Open,Large,154738.0,Inbound,"NA Sales",
592,14,2025-10-22,2025-11-05,2025-11-25,2025-12-18,Lost,Lost,Medium,43322.0,Outbound,"APAC Sales",Competitor
593,31,2025-03-08,2025-03-10,2025-04-05,2025-05-20,Lost,Lost,Medium,44438.0,Partner,"EMEA Sales",Budget
594,48,2025-11-15,2025-11-25,,,Qualified,Open,Small,12822.0,Partner,"NA Sales",
595,65,2025-04-01,2025-04-04,,,Qualified,Open,Small,13560.0,Partner,"APAC Sales",
596,82,2025-12-09,2025-12-11,,,Qualified,Open,Medium,47786.0,Outbound,"EMEA Sales",
597,99,2025-04-25,2025-05-01,2025-05-13,2025-06-27,Won,Won,Small,15036.0,Inbound,"NA Sales",
598,116,2026-01-02,,,,Lead,Open,Medium,50018.0,Outbound,"LATAM Sales",
599,133,2025-05-19,,,,Lead,Open,Medium,51134.0,Event,"APAC Sales",
600,150,2026-01-26,,,,Lead,Open,Medium,52250.0,Inbound,"EMEA Sales",
601,167,2025-06-12,2025-06-25,2025-07-17,2025-07-31,Won,Won,Small,17988.0,Inbound,"NA Sales",
602,184,2026-02-19,,,,Lead,Open,Medium,54482.0,Inbound,"APAC Sales",
603,201,2025-07-06,,,,Lead,Open,Small,19464.0,Inbound,"EMEA Sales",
604,218,2026-03-15,,,,Lead,Open,Small,20202.0,Partner,"NA Sales",
605,235,2025-07-30,2025-08-04,2025-08-18,2025-09-23,Lost,Lost,Medium,57830.0,Inbound,"LATAM Sales",Budget
606,12,2025-08-11,2025-08-25,2025-09-16,2025-09-30,Lost,Lost,Medium,47666.0,Outbound,"EMEA Sales",Competitor
607,29,2026-04-20,2026-04-22,2026-05-12,2026-06-04,Won,Won,Small,14976.0,Partner,"NA Sales",
608,46,2025-09-04,2025-09-14,2025-09-22,2025-11-10,Won,Won,Medium,49898.0,Event,"APAC Sales",
609,63,2025-01-19,,,,Lead,Open,Large,151762.0,Event,"EMEA Sales",
610,80,2025-09-28,2025-10-11,2025-10-23,2025-12-07,Won,Won,Small,17190.0,Partner,"NA Sales",
611,97,2025-02-12,2025-02-27,2025-03-15,2025-04-11,Lost,Lost,Medium,53246.0,Outbound,"LATAM Sales",Budget
612,114,2025-10-22,2025-10-24,2025-11-21,2025-12-27,Won,Won,Medium,54362.0,Inbound,"APAC Sales",
613,131,2025-03-08,2025-03-17,,,Qualified,Open,Small,19404.0,Outbound,"EMEA Sales",
614,148,2025-11-15,,,,Lead,Open,Medium,56594.0,Partner,"NA Sales",
615,165,2025-04-01,2025-04-06,2025-05-06,2025-06-02,Lost,Lost,Large,162130.0,Event,"APAC Sales",Budget
616,182,2025-12-09,2025-12-17,,,Qualified,Open,Small,21618.0,Inbound,"EMEA Sales",
617,199,2025-04-25,2025-04-28,2025-05-14,2025-06-10,Won,Won,Small,22356.0,Event,"NA Sales",
618,216,2026-01-02,2026-01-10,2026-01-30,2026-02-22,Won,Won,Large,167314.0,Outbound,"LATAM Sales",
619,233,2025-05-19,2025-05-27,2025-06-16,2025-07-09,Won,Won,Small,23832.0,Inbound,"APAC Sales",
620,10,2025-05-31,,,,Lead,Open,Small,17130.0,Partner,"NA Sales",
621,27,2026-02-07,2026-02-21,2026-03-01,2026-04-19,Lost,Lost,Large,155458.0,Event,"APAC Sales",Budget
622,44,2025-06-24,2025-07-04,,,Qualified,Open,Large,157186.0,Inbound,"EMEA Sales",
623,61,2026-03-03,2026-03-15,,,Qualified,Open,Medium,55358.0,Inbound,"NA Sales",
624,78,2025-07-18,2025-07-26,2025-08-07,2025-09-21,Lost,Lost,Large,160642.0,Inbound,"NA Sales",Competitor
625,95,2026-03-27,,,,Lead,Open,Medium,57590.0,Event,"APAC Sales",
626,112,2025-08-11,2025-08-19,2025-09-08,2025-10-01,Won,Won,Small,21558.0,Outbound,"EMEA Sales",
627,129,2026-04-20,,,,Lead,Open,Small,22296.0,Inbound,"NA Sales",
628,146,2025-09-04,2025-09-17,,,Qualified,Open,Small,23034.0,Outbound,"APAC Sales",
629,163,2025-01-19,2025-01-27,2025-02-16,2025-03-11,Won,Won,Medium,62054.0,Partner,"EMEA Sales",
630,180,2025-09-28,2025-10-07,2025-11-06,2025-12-03,Won,Won,Small,24510.0,Partner,"NA Sales",
631,197,2025-02-12,2025-02-18,2025-03-02,2025-04-16,Lost,Lost,Medium,64286.0,Partner,"LATAM Sales",Budget
632,214,2025-10-22,2025-10-31,,,Qualified,Open,Medium,65402.0,Outbound,"APAC Sales",
633,231,2025-03-08,2025-03-14,2025-03-26,2025-05-10,Lost,Lost,Large,176194.0,Inbound,"EMEA Sales",Budget
634,8,2025-03-20,,,,Lead,Open,Large,160882.0,Partner,"LATAM Sales",
635,25,2025-11-27,,,,Lead,Open,Medium,57470.0,Inbound,"EMEA Sales",
636,42,2025-04-13,2025-04-16,2025-05-22,2025-06-05,Lost,Lost,Medium,58586.0,Outbound,"NA Sales",Competitor
637,59,2025-12-21,,,,Lead,Open,Medium,59702.0,Outbound,"NA Sales",
638,76,2025-05-07,,,,Lead,Open,Medium,60818.0,Outbound,"APAC Sales",
639,93,2026-01-14,2026-01-17,,,Qualified,Open,Small,23712.0,Outbound,"EMEA Sales",
640,110,2025-05-31,2025-06-15,2025-07-05,2025-07-28,Won,Won,Large,171250.0,Inbound,"NA Sales",
641,127,2026-02-07,2026-02-12,,,Qualified,Open,Large,172978.0,Partner,"APAC Sales",
642,144,2025-06-24,2025-06-27,,,Qualified,Open,Large,174706.0,Inbound,"EMEA Sales",
643,161,2026-03-03,2026-03-13,2026-03-21,2026-05-09,Won,Won,Small,26664.0,Outbound,"NA Sales",
644,178,2025-07-18,2025-07-28,2025-08-17,2025-09-09,Won,Won,Medium,67514.0,Partner,"NA Sales",
645,195,2026-03-27,2026-04-01,2026-04-29,2026-06-04,Won,Won,Medium,68630.0,Partner,"APAC Sales",
646,212,2025-08-11,2025-08-19,2025-09-16,2025-10-22,Lost,Lost,Medium,69746.0,Partner,"EMEA Sales",Competitor
647,229,2026-04-20,2026-04-25,2026-05-29,2026-06-21,Lost,Lost,Medium,70862.0,Outbound,"NA Sales",Budget
648,6,2025-01-07,2025-01-16,2025-02-15,2025-03-14,Lost,Lost,Large,168034.0,Inbound,"APAC Sales",Competitor
649,23,2025-09-16,2025-09-24,,,Qualified,Open,Medium,61814.0,Outbound,"EMEA Sales",
650,40,2025-01-31,2025-02-13,,,Qualified,Open,Small,24390.0,Event,"NA Sales",
651,57,2025-10-10,2025-10-22,2025-11-03,,Proposal,Open,Small,25128.0,Inbound,"APAC Sales",
652,74,2025-02-24,,,,Lead,Open,Medium,65162.0,Inbound,"EMEA Sales",
653,91,2025-11-03,2025-11-13,2025-11-25,2026-01-09,Lost,Lost,Small,26604.0,Inbound,"NA Sales",Budget
654,108,2025-03-20,2025-03-23,2025-04-12,2025-05-05,Won,Won,Medium,67394.0,Event,"LATAM Sales",
655,125,2025-11-27,,,,Lead,Open,Medium,68510.0,Outbound,"EMEA Sales",
656,142,2025-04-13,2025-04-16,2025-05-02,2025-05-29,Won,Won,Medium,69626.0,Inbound,"NA Sales",
657,159,2025-12-21,2025-12-30,2026-01-13,2026-02-18,Lost,Lost,Small,29556.0,Outbound,"NA Sales",Budget
658,176,2025-05-07,2025-05-17,2025-05-25,,Proposal,Open,Medium,71858.0,Partner,"APAC Sales",
659,193,2026-01-14,2026-01-16,2026-02-15,2026-03-14,Lost,Lost,Medium,72974.0,Partner,"EMEA Sales",Budget
660,210,2025-05-31,2025-06-05,2025-06-27,2025-08-15,Lost,Lost,Medium,74090.0,Partner,"NA Sales",Competitor
661,227,2026-02-07,2026-02-20,,,Qualified,Open,Large,190498.0,Outbound,"APAC Sales",
662,4,2026-02-19,2026-02-22,2026-03-24,2026-04-20,Won,Won,Medium,65042.0,Inbound,"EMEA Sales",
663,21,2025-07-06,,,,Lead,Open,Small,26544.0,Event,"NA Sales",
664,38,2026-03-15,2026-03-20,2026-04-05,2026-05-02,Lost,Lost,Small,27282.0,Inbound,"APAC Sales",Competitor
665,55,2025-07-30,2025-08-03,2025-08-25,2025-10-13,Won,Won,Small,28020.0,Outbound,"EMEA Sales",
666,72,2026-04-08,2026-04-19,2026-05-09,2026-06-01,Lost,Lost,Medium,69506.0,Partner,"NA Sales",Competitor
667,89,2025-08-23,2025-09-02,2025-09-16,2025-10-22,Won,Won,Small,29496.0,Partner,"LATAM Sales",
668,106,2025-01-07,2025-01-13,2025-01-27,2025-03-04,Won,Won,Large,185554.0,Outbound,"APAC Sales",
669,123,2025-09-16,2025-09-23,2025-10-21,2025-11-26,Won,Won,Medium,72854.0,Outbound,"EMEA Sales",
670,140,2025-01-31,2025-02-03,2025-02-19,2025-03-18,Won,Won,Medium,73970.0,Event,"NA Sales",
671,157,2025-10-10,,,,Lead,Open,Small,14448.0,Outbound,"APAC Sales",
672,174,2025-02-24,2025-03-03,2025-03-17,2025-04-22,Lost,Lost,Medium,76202.0,Partner,"EMEA Sales",Competitor
673,191,2025-11-03,2025-11-16,2025-11-30,2026-01-05,Lost,Lost,Medium,77318.0,Event,"NA Sales",Budget
674,208,2025-03-20,2025-04-02,2025-04-22,,Proposal,Open,Medium,78434.0,Inbound,"LATAM Sales",
675,225,2025-11-27,2025-12-05,,,Qualified,Open,Medium,79550.0,Event,"EMEA Sales",
676,2,2025-12-09,2025-12-20,,,Qualified,Open,Medium,69386.0,Outbound,"NA Sales",
677,19,2025-04-25,2025-04-30,,,Qualified,Open,Small,29436.0,Inbound,"APAC Sales",
678,36,2026-01-02,2026-01-10,2026-01-26,2026-02-22,Lost,Lost,Small,12174.0,Partner,"EMEA Sales",Competitor
679,53,2025-05-19,2025-05-26,2025-06-09,2025-07-15,Won,Won,Small,12912.0,Inbound,"NA Sales",
680,70,2026-01-26,2026-02-07,2026-02-23,2026-03-22,Lost,Lost,Medium,73850.0,Outbound,"LATAM Sales",Competitor
681,87,2025-06-12,2025-06-25,2025-07-07,2025-08-21,Lost,Lost,Small,14388.0,Outbound,"APAC Sales",Budget
682,104,2026-02-19,2026-02-23,2026-03-11,2026-04-07,Lost,Lost,Medium,76082.0,Outbound,"EMEA Sales",Competitor
683,121,2025-07-06,2025-07-14,,,Qualified,Open,Medium,77198.0,Inbound,"NA Sales",
684,138,2026-03-15,,,,Lead,Open,Medium,78314.0,Event,"APAC Sales",
685,155,2025-07-30,,,,Lead,Open,Small,17340.0,Outbound,"EMEA Sales",
686,172,2026-04-08,2026-04-10,,,Qualified,Open,Large,199618.0,Event,"NA Sales",
687,189,2025-08-23,2025-08-31,2025-09-20,2025-10-13,Won,Won,Medium,36662.0,Inbound,"LATAM Sales",
688,206,2025-01-07,2025-01-13,2025-02-12,2025-03-11,Lost,Lost,Medium,37778.0,Inbound,"APAC Sales",Competitor
689,223,2025-09-16,2025-09-30,2025-10-20,2025-11-12,Won,Won,Medium,38894.0,Inbound,"EMEA Sales",
690,240,2025-01-31,,,,Lead,Open,Small,21030.0,Inbound,"NA Sales",
691,17,2025-02-12,2025-02-21,2025-03-21,2025-04-26,Lost,Lost,Medium,74846.0,Partner,"EMEA Sales",Budget
692,34,2025-10-22,2025-11-05,2025-11-17,,Proposal,Open,Small,15066.0,Outbound,"NA Sales",
693,51,2025-03-08,2025-03-16,2025-03-30,2025-05-05,Lost,Lost,Small,15804.0,Partner,"NA Sales",Budget
694,68,2025-11-15,,,,Lead,Open,Medium,78194.0,Inbound,"APAC Sales",
695,85,2025-04-01,2025-04-13,2025-04-21,2025-06-09,Won,Won,Small,17280.0,Inbound,"EMEA Sales",
696,102,2025-12-09,2025-12-14,2025-12-28,2026-02-02,Lost,Lost,Medium,35426.0,Inbound,"NA Sales",Competitor
697,119,2025-04-25,2025-05-01,2025-05-13,2025-06-27,Won,Won,Medium,36542.0,Inbound,"APAC Sales",
698,136,2026-01-02,,,,Lead,Open,Large,203314.0,Event,"EMEA Sales",
699,153,2025-05-19,2025-06-02,2025-06-24,2025-07-08,Won,Won,Small,20232.0,Outbound,"NA Sales",
700,170,2026-01-26,2026-02-07,2026-02-21,2026-03-29,Lost,Lost,Medium,39890.0,Inbound,"LATAM Sales",Competitor
701,187,2025-06-12,2025-06-27,2025-07-17,2025-08-09,Lost,Lost,Medium,41006.0,Outbound,"APAC Sales",Budget
702,204,2026-02-19,,,,Lead,Open,Medium,42122.0,Outbound,"EMEA Sales",
703,221,2025-07-06,2025-07-11,2025-08-10,2025-09-06,Won,Won,Large,211954.0,Partner,"NA Sales",
704,238,2026-03-15,2026-03-20,2026-04-19,2026-05-16,Won,Won,Small,23922.0,Outbound,"APAC Sales",
705,15,2026-03-27,,,,Lead,Open,Medium,79190.0,Inbound,"NA Sales",
706,32,2025-08-11,2025-08-24,2025-08-30,2025-10-27,Won,Won,Medium,35306.0,Event,"NA Sales",
707,49,2026-04-20,2026-04-30,,,Qualified,Open,Medium,36422.0,Outbound,"APAC Sales",
708,66,2025-09-04,2025-09-16,,,Qualified,Open,Medium,37538.0,Event,"EMEA Sales",
709,83,2025-01-19,2025-01-30,2025-02-21,2025-03-07,Lost,Lost,Small,20172.0,Inbound,"NA Sales",Budget
710,100,2025-09-28,2025-10-13,2025-10-19,2025-12-16,Lost,Lost,Large,207010.0,Inbound,"APAC Sales",Competitor
711,117,2025-02-12,2025-02-26,2025-03-06,,Proposal,Open,Large,208738.0,Inbound,"EMEA Sales",
712,134,2025-10-22,2025-10-29,2025-11-14,2025-12-11,Lost,Lost,Small,22386.0,Inbound,"NA Sales",Competitor
713,151,2025-03-08,2025-03-16,2025-04-01,2025-04-28,Lost,Lost,Medium,43118.0,Partner,"NA Sales",Budget
714,168,2025-11-15,2025-11-18,,,Qualified,Open,Small,23862.0,Inbound,"APAC Sales",
715,185,2025-04-01,,,,Lead,Open,Medium,45350.0,Partner,"EMEA Sales",
716,202,2025-12-09,,,,Lead,Open,Medium,46466.0,Event,"NA Sales",
717,219,2025-04-25,2025-05-02,,,Qualified,Open,Small,26076.0,Inbound,"APAC Sales",
718,236,2026-01-02,2026-01-09,2026-01-23,2026-02-28,Won,Won,Medium,48698.0,Inbound,"EMEA Sales",
719,13,2026-01-14,2026-01-27,2026-02-02,2026-04-01,Lost,Lost,Large,205522.0,Event,"NA Sales",Budget
720,30,2025-05-31,,,,Lead,Open,Medium,39650.0,Partner,"APAC Sales",
721,47,2026-02-07,2026-02-14,,,Qualified,Open,Medium,40766.0,Inbound,"EMEA Sales",
722,64,2025-06-24,2025-07-03,2025-07-19,2025-08-15,Lost,Lost,Large,210706.0,Partner,"NA Sales",Competitor
723,81,2026-03-03,2026-03-08,2026-03-30,,Proposal,Open,Medium,42998.0,Inbound,"LATAM Sales",
724,98,2025-07-18,2025-07-30,2025-08-19,2025-09-11,Lost,Lost,Small,23802.0,Inbound,"EMEA Sales",Competitor
725,115,2026-03-27,,,,Lead,Open,Small,24540.0,Inbound,"NA Sales",
726,132,2025-08-11,2025-08-26,2025-09-17,2025-10-01,Lost,Lost,Small,25278.0,Inbound,"NA Sales",Competitor
727,149,2026-04-20,2026-05-03,2026-05-17,2026-06-22,Won,Won,Medium,47462.0,Event,"APAC Sales",
728,166,2025-09-04,2025-09-12,2025-09-24,2025-11-08,Lost,Lost,Small,26754.0,Outbound,"EMEA Sales",Competitor
729,183,2025-01-19,2025-01-28,2025-02-11,2025-03-19,Lost,Lost,Small,27492.0,Inbound,"NA Sales",Budget
730,200,2025-09-28,2025-10-02,2025-10-24,2025-12-12,Won,Won,Small,28230.0,Outbound,"APAC Sales",
731,217,2025-02-12,2025-02-19,2025-03-13,2025-05-01,Won,Won,Medium,51926.0,Partner,"EMEA Sales",
732,234,2025-10-22,2025-10-29,2025-11-26,2026-01-01,Won,Won,Large,97986.0,Partner,"NA Sales",
733,11,2025-11-03,2025-11-16,,,Qualified,Open,Large,212674.0,Partner,"APAC Sales",
734,28,2025-03-20,2025-03-30,2025-04-27,2025-06-02,Won,Won,Medium,43994.0,Outbound,"EMEA Sales",
735,45,2025-11-27,2025-12-01,2025-12-29,2026-02-03,Lost,Lost,Large,216130.0,Inbound,"NA Sales",Budget
736,62,2025-04-13,2025-04-19,2025-05-09,2025-06-01,Lost,Lost,Small,25218.0,Partner,"LATAM Sales",Competitor
737,79,2025-12-21,2026-01-04,,,Qualified,Open,Large,219586.0,Inbound,"APAC Sales",
738,96,2025-05-07,,,,Lead,Open,Medium,48458.0,Inbound,"EMEA Sales",
739,113,2026-01-14,,,,Lead,Open,Medium,49574.0,Outbound,"NA Sales",
740,130,2025-05-31,2025-06-04,,,Qualified,Open,Medium,50690.0,Outbound,"APAC Sales",
741,147,2026-02-07,2026-02-12,2026-03-18,2026-04-10,Lost,Lost,Small,28908.0,Inbound,"EMEA Sales",Budget
742,164,2025-06-24,2025-07-03,,,Qualified,Open,Medium,52922.0,Event,"NA Sales",
743,181,2026-03-03,2026-03-13,,,Qualified,Open,Medium,54038.0,Outbound,"LATAM Sales",
744,198,2025-07-18,2025-07-23,2025-08-08,2025-09-04,Won,Won,Medium,55154.0,Inbound,"EMEA Sales",
745,215,2026-03-27,,,,Lead,Open,Medium,56270.0,Inbound,"NA Sales",
746,232,2025-08-11,2025-08-16,2025-09-13,2025-10-19,Won,Won,Small,14598.0,Outbound,"NA Sales",
747,9,2025-08-23,,,,Lead,Open,Small,25896.0,Outbound,"EMEA Sales",
748,26,2025-01-07,2025-01-15,,,Qualified,Open,Small,26634.0,Inbound,"NA Sales",
749,43,2025-09-16,2025-09-29,2025-10-11,2025-11-25,Lost,Lost,Small,27372.0,Inbound,"LATAM Sales",Budget
